Ref,Soil,Site,Field,Method,Depth.cm_Top,Depth.cm_Bottom,Height.cm,Dia.cm,Ksat,Units_Ksat,Stdev_Ksat,Ksat_cmhr,Stdev_Ksat_cmhr,Db,Stdev_Db,Calculated_Db,Mean_Db,VCOS,COS,MS,FS,VFS,Sand,Silt,Clay,Stdev_Sand,Stdev_Silt,Stdev_Clay,Stdev_Coarsefragment,Coarsefraction,Texclass,TexModifier_code,Texclass_Code,Tex_additional_info,Texture_unknown,Structure,OC,Stdev_OC,OM,Units_OM,Horizon,Th_sat,Ref2,Remark
4,Norfolk Sand,SC R2/S6,Field,Ponding,,,,306,127,k x 10^+3,,0.127,,1.65666666666667,0.0321455025366431,,,2.06666666666667,17.2333333333333,29.1666666666667,17.9,4.36666666666667,70.7333333333333,6.13333333333333,23.1666666666667,,1.22202018532156,1.89032625050106,2.7319101986217,,,,,,,,,,,,B23t,,,Bulk Density and Particle Size are Calculated Avg's
4,Norfolk Sand,SC R2/S6,Field,Ponding,,,,306,127,k x 10^+3,,0.127,,1.71666666666667,0.0251661147842359,,,1.2,19.3333333333333,33.3333333333333,19.6333333333333,3.96666666666667,77.4666666666667,4.2,18.2333333333333,,0.700000000000004,0.950438495292203,0.251661147842018,,,,,,,,,,,,B23t,,,Bulk Density and Particle Size are calculated Avg's
4,Norfolk Sand,SC R3/S6,Field,Ponding,,,,306,226,k x 10^+3,,0.226,,0.78,1.10308657865101,,,1.05,21.95,37.55,23.5,4.9,88.95,7.25,3.75,,0.494974746830588,2.05060966544099,4.03050865276331,,,,,,,,,,,,Ap,,,Bulk Density and Particle Size are Calculated Avg's
4,Norfolk Sand,SC R3/S6,Field,Ponding,,,,306,407,k x 10^+3,,0.407,,1.71666666666667,0.0152752523165195,,,0.966666666666667,21.6666666666667,37.0666666666667,24.2,5.63333333333333,89.5333333333333,9.5,0.966666666666667,,0.529150262212919,0.0577350269189632,1.98578280114754,,,,,,,,,,,,Ap,,,Bulk Density and Particle Size are calculated Avg's
4,Norfolk Sand,SC R3/S6,Field,Ponding,,,,306,420,k x 10^+3,,0.42,,1.73666666666667,0.0152752523165195,,,0.133333333333333,21.3,37.8,24.8333333333333,5.36666666666667,89.4333333333333,9.4,1.16666666666667,,0.888819441731538,0.702376916856849,0.264575131106554,,,,,,,,,,,,Ap,,,Bulk Density and Particle Size are Calculated Avg's
4,Norfolk Sand,SC R3/S6,Field,Ponding,,,,306,584,k x 10^+3,,0.584,,1.75,0.0173205080756888,,,0.533333333333333,21.0666666666667,36.1666666666667,24.2,5.36666666666667,87.3333333333333,11.2666666666667,1.36666666666667,,0.665832811847957,0.862167810425171,2.99388265189757,,,,,,,,,,,,A4,,,Bulk Density and Particle Size are calculated Avg's
4,Norfolk Sand,SC R3/S6,Field,Ponding,,,,306,511,k x 10^+3,,0.511,,1.68666666666667,0.0251661147842359,,,1.1,15.6666666666667,28,21.4,5.76666666666667,71.9333333333333,11.8666666666667,16.2333333333333,,1.15902257671427,2.89194283023253,2.45831920899896,,,,,,,,,,,,B21t,,,Bulk Density and Particle Size are Calculated Avg's
4,Norfolk Sand,SC R3/S6,Field,Ponding,,,,306,613,k x 10^+3,,0.613,,1.53333333333333,0.0321455025366432,,,0.9,15.5,24.0666666666667,18.3666666666667,4.93333333333333,63.7666666666667,10.6666666666667,26.2,,1.4047538337137,2.26053091109149,2.09999999999999,,,,,,,,,,,,B21t,,,Bulk Density and Particle Size are calculated Avg's
4,Norfolk Sand,SC R3/S6,Field,Ponding,,,,306,613,k x 10^+3,,0.613,,1.6,0.0346410161513774,,,1.13333333333333,13.8666666666667,24.3666666666667,17.4666666666667,4.6,61.4333333333333,9.43333333333334,29.1,,0.757187779440011,1.04403065089091,0.896288643983255,,,,,,,,,,,,B22t,,,Bulk Density and Particle Size are Calculated Avg's
4,Norfolk Sand,SC R3/S6,Field,Ponding,,,,306,511,k x 10^+3,,0.511,,1.55333333333333,0.0378593889720019,,,1.2,13.7,25.5666666666667,16.5666666666667,4.13333333333333,61.1666666666667,9.7,29.0666666666667,,3.20780298646908,0.850490054811686,1.05830052442584,,,,,,,,,,,,B22t,,,Bulk Density and Particle Size are calculated Avg's
4,Norfolk Sand,SC R3/S6,Field,Ponding,,,,306,511,k x 10^+3,,0.511,,1.65666666666667,0.0321455025366431,,,2.06666666666667,17.2333333333333,29.1666666666667,17.9,4.36666666666667,70.7333333333333,6.13333333333333,23.1666666666667,,1.22202018532156,1.89032625050106,2.7319101986217,,,,,,,,,,,,B23t,,,Bulk Density and Particle Size are Calculated Avg's
4,Norfolk Sand,SC R3/S6,Field,Ponding,,,,306,567,k x 10^+3,,0.567,,1.71666666666667,0.0251661147842359,,,1.2,19.3333333333333,33.3333333333333,19.6333333333333,3.96666666666667,77.4666666666667,4.2,18.2333333333333,,0.700000000000004,0.950438495292203,0.251661147842018,,,,,,,,,,,,B23t,,,Bulk Density and Particle Size are calculated Avg's
4,Norfolk Sand,SC R1/S7,Field,Ponding,,,,306,311,k x 10^+3,,0.311,,,0,,,1.35,23.05,41.95,19.15,4.95,90.45,8.35,3.15,,1.06066017177982,0.353553390593274,2.05060966544097,,,,,,,,,,,,Ap,,,Bulk Density and Particle Size are Calculated Avg's
4,Norfolk Sand,SC R1/S7,Field,Ponding,,,,306,12.2,k x 10^+3,,0.0122,,,0,,,0.366666666666667,16.5666666666667,26.4333333333333,12.2666666666667,1.93333333333333,57.5666666666667,5.8,2.3,,5.03884907493765,2.00748598998847,14.4105285584302,,,,,,,,,,,,Ap,,,Bulk Density and Particle Size are calculated Avg's
4,Norfolk Sand,SC R1/S7,Field,Ponding,,,,306,427,k x 10^+3,,0.427,,,0,,,0.666666666666667,14.9666666666667,23.7,13.8,2.2,55.3333333333333,7.66666666666667,1.66666666666667,,6.66658333281249,1.56311654502578,12.9962815194706,,,,,,,,,,,,A2,,,Bulk Density and Particle Size are Calculated Avg's
4,Norfolk Sand,SC R1/S7,Field,Ponding,,,,306,228,k x 10^+3,,0.228,,,0,,,1.26666666666667,13.3666666666667,18.8,14.9666666666667,3.36666666666667,51.7666666666667,7.7,7.2,,6.67008245826092,6.23618473106754,11.6328557686122,,,,,,,,,,,,B1,,,Bulk Density and Particle Size are calculated Avg's
4,Norfolk Sand,SC R1/S7,Field,Ponding,,,,306,726,k x 10^+3,,0.726,,,0,,,1.43333333333333,10.9666666666667,19.6666666666667,13.5666666666667,4.46666666666667,50.1,8.13333333333333,8.43333333333333,,7.04651213958603,7.32416093032733,9.80832979325906,,,,,,,,,,,,B2,,,Bulk Density and Particle Size are Calculated Avg's
4,Norfolk Sand,SC R1/S7,Field,Ponding,,,,306,1409,k x 10^+3,,1.409,,,0,,,1,8.3,19.7666666666667,8.6,3.33333333333333,41,7.1,18.5666666666667,,6.19435226637943,16.0966870297379,7.20902212508743,,,,,,,,,,,,B21t,,,Bulk Density and Particle Size are calculated Avg's
4,Norfolk Sand,SC R1/S7,Field,Ponding,,,,306,2265,k x 10^+3,,2.265,,,0,,,0.866666666666667,8,19.8666666666667,6.96666666666667,2.4,38.1,9.3,19.2666666666667,,8.0541914553852,16.6866213876067,6.96347614342147,,,,,,,,,,,,B21t,,,Bulk Density and Particle Size are Calculated Avg's
4,Norfolk Sand,SC R1/S7,Field,Ponding,,,,306,3211,k x 10^+3,,3.211,,,0,,,0.633333333333333,9.13333333333333,19.0333333333333,8.53333333333333,2.33333333333333,39.6666666666667,7.36666666666667,19.6,,6.38148363104798,16.9846989964497,7.96073698430826,,,,,,,,,,,,B21t,,,Bulk Density and Particle Size are calculated Avg's
4,Norfolk Sand,SC R1/S7,Field,Ponding,,,,306,156,k x 10^+3,,0.156,,,0,,,1,13.1666666666667,20.1333333333333,11.3666666666667,2.5,48.1666666666667,4.93333333333333,13.5666666666667,,4.38786204584116,11.8643724373999,11.753439212985,,,,,,,,,,,,B22t,,,Bulk Density and Particle Size are Calculated Avg's
4,Norfolk Sand,SC R1/S7,Field,Ponding,,,,306,187,k x 10^+3,,0.187,,,0,,,0.966666666666667,11.7666666666667,20.8666666666667,13.9,2.9,50.4,4.03333333333333,12.2333333333333,,3.49618840072061,10.646282606306,10.2666125539699,,,,,,,,,,,,B22t,,,Bulk Density and Particle Size are calculated Avg's
4,Norfolk Loamy Sand,NC R1/S1,Field,Ponding,,,,306,1,cm/hr,,1,,1.61,,,,0.8,6.3,16,39,18.9,81,17,2,,,,,,,,,,,,,,,,Ap,,,
4,Norfolk Loamy Sand,NC R1/S1,Field,Ponding,,,,306,0.48,cm/hr,,0.48,,1.69,,,,1,7.1,16.3,37.6,19,81,17,2,,,,,,,,,,,,,,,,Ap,,,
4,Norfolk Loamy Sand,NC R1/S1,Field,Ponding,,,,306,0.38,cm/hr,,0.38,,1.77,,,,1.1,6.4,17.4,32,16.1,73,22,5,,,,,,,,,,,,,,,,A2,,,
4,Norfolk Loamy Sand,NC R1/S1,Field,Ponding,,,,306,0.82,cm/hr,,0.82,,1.6,,,,1.3,10.6,17.6,22.8,9.7,62,14,24,,,,,,,,,,,,,,,,B1,,,
4,Norfolk Loamy Sand,NC R1/S1,Field,Ponding,,,,306,0.26,cm/hr,,0.26,,1.65,,,,1.2,8.81,16.9,24.1,8,59.01,13,27,,,,,,,,,,,,,,,,B1,,,
4,Norfolk Loamy Sand,NC R1/S1,Field,Ponding,,,,306,0.09,cm/hr,,0.09,,1.65,,,,3.7,11.7,17.4,21.3,6.9,61,11,28,,,,,,,,,,,,,,,,B1,,,
4,Norfolk Loamy Sand,NC R1/S1,Field,Ponding,,,,306,0.41,cm/hr,,0.41,,1.64,,,,0.8,8.6,23.8,27.3,7.5,68,6,27,,,,,,,,,,,,,,,,B2,,,
4,Norfolk Loamy Sand,NC R1/S2,Field,Ponding,,,,306,1.27,cm/hr,,1.27,,1.62,,,,1.3,10.9,24.1,25.7,14,76,21,3,,,,,,,,,,,,,,,,Ap,,,
4,Norfolk Loamy Sand,NC R1/S2,Field,Ponding,,,,306,0.34,cm/hr,,0.34,,1.8,,,,1.2,10.5,20.9,25.2,16.3,74.1,21,5,,,,,,,,,,,,,,,,Ap,,,
4,Norfolk Loamy Sand,NC R1/S2,Field,Ponding,,,,306,6.07,cm/hr,,6.07,,1.51,,,,3.7,17,16.3,12.1,5.9,55,19,26,,,,,,,,,,,,,,,,A2,,,
4,Norfolk Loamy Sand,NC R1/S2,Field,Ponding,,,,306,10.2,cm/hr,,10.2,,1.42,,,,3.4,13.7,15.1,14.8,8,55,20,25,,,,,,,,,,,,,,,,B1,,,
4,Norfolk Loamy Sand,NC R1/S2,Field,Ponding,,,,306,0.11,cm/hr,,0.11,,1.63,,,,4.2,12,13.6,14.8,8.4,53,18,29,,,,,,,,,,,,,,,,B1,,,
4,Norfolk Loamy Sand,NC R1/S2,Field,Ponding,,,,306,0.54,cm/hr,,0.54,,1.63,,,,7.6,12.9,11,11,6.5,49,17,34,,,,,,,,,,,,,,,,B1,,,
4,Norfolk Loamy Sand,NC R1/S2,Field,Ponding,,,,306,0.17,cm/hr,,0.17,,1.62,,,,5.6,12.6,10.9,10.8,5.1,45,18,37,,,,,,,,,,,,,,,,B2,,,
4,Norfolk Loamy Sand,NC R1/S3,Field,Ponding,,,,306,2.36,cm/hr,,2.36,,1.55,,,,2.6,15.1,24,23.2,14.1,79,16,5,,,,,,,,,,,,,,,,Ap,,,
4,Norfolk Loamy Sand,NC R1/S4,Field,Ponding,,,,306,5.49,cm/hr,,5.49,,1.62,,,,3.2,16.4,24.1,21.7,12.6,78,17,5,,,,,,,,,,,,,,,,Ap,,,
4,Norfolk Loamy Sand,NC R1/S5,Field,Ponding,,,,306,3.12,cm/hr,,3.12,,1.63,,,,2.3,19.5,21.8,15.9,7.5,67,17,16,,,,,,,,,,,,,,,,A3,,,
4,Norfolk Loamy Sand,NC R1/S6,Field,Ponding,,,,306,0.53,cm/hr,,0.53,,1.58,,,,4.6,17.5,16.8,13.2,5.9,58,15,27,,,,,,,,,,,,,,,,B1,,,
4,Norfolk Loamy Sand,NC R1/S7,Field,Ponding,,,,306,0.1,cm/hr,,0.1,,1.63,,,,4.6,15.4,17,13.6,6.3,56.9,14,29,,,,,,,,,,,,,,,,B1,,,
4,Norfolk Loamy Sand,NC R1/S8,Field,Ponding,,,,306,0.23,cm/hr,,0.23,,1.65,,,,4.9,21.7,18.9,12,5.5,63,13,24,,,,,,,,,,,,,,,,B1,,,
4,Norfolk Loamy Sand,NC R1/S9,Field,Ponding,,,,306,0.07,cm/hr,,0.07,,1.75,,,,8.1,25.6,19.2,12.1,5,70,8,22,,,,,,,,,,,,,,,,B2,,,
4,Dothan Sand,SC R1/S1,Field,Ponding,,,,306,15.8,k x 10^+3,,0.0158,,1.545,0.0212132034355964,,,0.7,10.15,29.4,40,7.55,87.8,11.56,0.64,4.10121933088195,0.565685424949282,0.282842712474619,1.76776695296637,,,,,,,,,,,,Ap,,,Bulk Density and Particle Size are calculated Avg's
4,Dothan Sand,SC R1/S1,Field,Ponding,,,,306,21.2,k x 10^+3,,0.0212,,1.56666666666667,0.0665832811847953,,,1.73333333333333,9.56666666666667,31.3333333333333,37.5666666666667,7.13333333333333,87.3333333333333,7.16666666666667,1.06,4.19245707010732,6.21425243559781,0.930161276338679,0.702376916856854,,,,,,,,,,,,Ap,,,Bulk Density and Particle Size are Calculated Avg's
4,Dothan Sand,SC R1/S1,Field,Ponding,,,,306,17.6,k x 10^+3,,0.0176,,1.62333333333333,0.0230940107675849,,,0.766666666666667,9.33333333333333,32.9666666666667,34.4,7.33333333333333,84.8,14.0533333333333,1.14666666666667,4.24155445536185,0.246846781087716,0.122202018532154,1.45716619962629,,,,,,,,,,,,A2,,,Bulk Density and Particle Size are calculated Avg's
4,Dothan Sand,SC R1/S1,Field,Ponding,,,,306,12.1,k x 10^+3,,0.0121,,1.68333333333333,0.0288675134594813,,,0.266666666666667,7.1,27.5,36.8,7.3,78.9666666666667,16.2733333333333,4.76,4.23640198444174,2.07810811396652,1.0213716267843,0.854400374531747,,,,,,,,,,,,A2,,,Bulk Density and Particle Size are Calculated Avg's
4,Dothan Sand,SC R1/S1,Field,Ponding,,,,306,9.88,k x 10^+3,,0.00988,,1.63333333333333,0.0115470053837924,,,0.366666666666667,6.7,22.3,31.2,5.9,66.4666666666667,13.7466666666667,19.7866666666667,6.61417014488837,1.14268689208081,1.94003436395682,1.41774468787578,,,,,,,,,,,,B1,,,Bulk Density and Particle Size are calculated Avg's
4,Dothan Sand,SC R1/S1,Field,Ponding,,,,306,22.2,k x 10^+3,,0.0222,,1.55333333333333,0.0208166599946613,,,0.5,4.56666666666667,19.2,28.1666666666667,5,57.4333333333333,15.1533333333333,27.4133333333333,4.16567314786929,1.15036226178254,0.945163125250573,0.550757054728615,,,,,,,,,,,,B21t,,,Bulk Density and Particle Size are Calculated Avg's
4,Dothan Sand,SC R1/S1,Field,Ponding,,,,306,344,k x 10^+3,,0.344,,1.55,0.0529150262212931,,,0.766666666666667,5.83333333333333,18.8,26.4333333333333,5.13333333333333,56.9666666666667,12.4866666666667,30.5466666666667,3.11008818780034,0.860310021639494,1.44572934304225,0.763762615825975,,,,,,,,,,,,B22t,,,Bulk Density and Particle Size are calculated Avg's
4,Dothan Sand,SC R1/S1,Field,Ponding,,,,306,596,k x 10^+3,,0.596,,1.56666666666667,0.0152752523165195,,,0.766666666666667,5.06666666666667,17,25.4666666666667,5.4,53.7,14.3266666666667,31.9733333333333,2.38941953204888,3.82436051299212,3.80785153772217,0.702376916856849,,,,,,,,,,,,B23t,,,Bulk Density and Particle Size are Calculated Avg's
4,Dothan Sand,SC R1/S1,Field,Ponding,,,,306,63.4,k x 10^+3,,0.0634,,1.63333333333333,0.0305505046330388,,,0.566666666666667,7.26666666666667,16.2666666666667,21.9,7.36666666666667,53.3666666666667,12.1666666666667,34.4666666666667,3.50578926778139,2.1712976150987,2.70712639773859,0.64291005073287,,,,,,,,,,,,B24t,,,Bulk Density and Particle Size are calculated Avg's
4,Dothan Sand,SC R1/S2,Field,Ponding,,,,306,32.3,k x 10^+3,,0.0323,,1.74,0.0173205080756888,,,0.9,7.26666666666667,17.7,25.8333333333333,8.5,60.2,11.6133333333333,28.1866666666667,3.53942410720324,1.14583303030296,0.983327683599609,1.11504857891185,,,,,,,,,,,,B25t,,,Bulk Density and Particle Size are Calculated Avg's
4,Dothan Sand,SC R1/S2,Field,Ponding,,,,306,7.04,k x 10^+3,,0.00704,,1.585,0.00707106781186548,,,0.75,10.35,31,38.85,7.25,88.2,10.06,1.758,3.53553390593259,0.311126983722084,0.511945309579061,0.919238815542511,,,,,,,,,,,,Ap,,,Bulk Density and Particle Size are calculated Avg's
4,Dothan Sand,SC R1/S2,Field,Ponding,,,,306,22.3,k x 10^+3,,0.0223,,1.68333333333333,0.0251661147842359,,,0.9,11.8,32.8666666666667,33,7.26666666666667,85.8333333333333,6.36,4.21333333333333,7.73102397345518,5.57465694011748,4.25230917659256,1.37477270848676,,,,,,,,,,,,Ap,,,Bulk Density and Particle Size are Calculated Avg's
4,Dothan Sand,SC R1/S2,Field,Ponding,,,,306,76.1,k x 10^+3,,0.0761,,1.67666666666667,0.0208166599946613,,,0.633333333333333,9.06666666666667,29.1333333333333,38.2666666666667,7.26666666666667,84.3666666666667,7.38666666666667,8.21333333333333,4.96129906223252,0.622682369537897,0.695509405639732,1.10151410945722,,,,,,,,,,,,A2,,,Bulk Density and Particle Size are calculated Avg's
4,Dothan Sand,SC R1/S2,Field,Ponding,,,,306,72.9,k x 10^+3,,0.0729,,1.70666666666667,0.00577350269189626,,,0.966666666666667,8.43333333333333,27.2,36.5333333333333,6.93333333333333,80.0666666666667,9.70666666666667,10.2266666666667,3.37263945514554,2.720906711619,1.61658075373096,0.288675134594854,,,,,,,,,,,,A2,,,Bulk Density and Particle Size are Calculated Avg's
4,Dothan Sand,SC R1/S2,Field,Ponding,,,,306,110,k x 10^+3,,0.11,,1.57333333333333,0.0288675134594813,,,0.166666666666667,5,21.5666666666667,32.8666666666667,5.9,65.5,7.76666666666667,26.7333333333333,6.10457611181767,3.56159140460179,3.92210827659481,1.04403065089106,,,,,,,,,,,,B1,,,Bulk Density and Particle Size are calculated Avg's
4,Dothan Sand,SC R1/S2,Field,Ponding,,,,306,50.8,k x 10^+3,,0.0508,,1.52333333333333,0.0208166599946613,,,1,6.23333333333333,19.3333333333333,27.8666666666667,5.46666666666667,59.9,9.03333333333333,31.0666666666667,2.85751286024852,0.768461666794975,1.79346963546459,0.513160143944684,,,,,,,,,,,,B21t,,,Bulk Density and Particle Size are Calculated Avg's
4,Dothan Sand,SC R1/S2,Field,Ponding,,,,306,64.2,k x 10^+3,,0.0642,,1.53666666666667,0.0665832811847919,,,0.666666666666667,5.6,21.2333333333333,26.9333333333333,4.86666666666667,59.3,10.2733333333333,30.4266666666667,5.51582293424162,1.78396561999758,3.0516443654747,0.458257569495585,,,,,,,,,,,,B22t,,,Bulk Density and Particle Size are calculated Avg's
4,Dothan Sand,SC R1/S2,Field,Ponding,,,,306,127,k x 10^+3,,0.127,,1.59,0.043588989435412,,,0.833333333333333,5,20.8333333333333,24.9666666666667,4.76666666666667,56.4,7.88,35.72,4.89734093661444,2.42890922020565,2.41031118322926,0.62449979983984,,,,,,,,,,,,B23t,,,Bulk Density and Particle Size are Calculated Avg's
4,Dothan Sand,SC R1/S2,Field,Ponding,,,,306,178,k x 10^+3,,0.178,,1.62666666666667,0.00577350269189613,,,1.8,8.7,17.4,19,4.83333333333333,51.7333333333333,11.8933333333333,36.3733333333333,2.76200410328051,2.16003086397703,2.56197840219877,1.08166538263919,,,,,,,,,,,,B24t,,,Bulk Density and Particle Size are calculated Avg's
4,Dothan Sand,SC R1/S2,Field,Ponding,,,,306,209,k x 10^+3,,0.209,,1.67,0.0173205080756888,,,1.1,7.8,19.1666666666667,22.5333333333333,6.06666666666667,56.6666666666667,13.48,29.8533333333333,1.85680198855342,2.1898858417735,1.2095178102588,0.529150262212933,,,,,,,,,,,,B25t,,,Bulk Density and Particle Size are Calculated Avg's
4,Dothan Sand,SC R1/S3,Field,Ponding,,,,306,42.2,k x 10^+3,,0.0422,,1.65,0.0282842712474619,,,1.05,10.4,29.4,39.75,7.9,88.5,10.58,0.92,4.52548339959389,0.367695526217001,0.226274169979696,0.565685424949232,,,,,,,,,,,,Ap,,,Bulk Density and Particle Size are calculated Avg's
4,Dothan Sand,SC R1/S3,Field,Ponding,,,,306,62.6,k x 10^+3,,0.0626,,1.71666666666667,0.0472581562625399,,,1.03333333333333,11.6666666666667,31.2333333333333,37.2333333333333,7,88.1666666666667,10.42,1.41333333333333,1.96785179123231,0.663023378170062,0.122202018532153,0.61101009266078,,,,,,,,,,,,Ap,,,Bulk Density and Particle Size are Calculated Avg's
4,Dothan Sand,SC R1/S3,Field,Ponding,,,,306,90.9,k x 10^+3,,0.0909,,1.7,0.0173205080756888,,,1.23333333333333,10.4333333333333,29.7,33.9666666666667,6.7,82.0333333333333,13.3866666666667,1.41333333333333,7.53974402864076,0.620429958442836,0.122202018532154,0.493288286231631,,,,,,,,,,,,A2,,,Bulk Density and Particle Size are calculated Avg's
4,Dothan Sand,SC R1/S3,Field,Ponding,,,,306,124,k x 10^+3,,0.124,,1.76333333333333,0.0208166599946613,,,1.23333333333333,10.6,27.1333333333333,35.9666666666667,6.96666666666667,81.9,15.0666666666667,2.78666666666667,2.06926635987447,0.790527250215568,0.300222139978607,0.529150262212919,,,,,,,,,,,,A2,,,Bulk Density and Particle Size are Calculated Avg's
4,Dothan Sand,SC R1/S3,Field,Ponding,,,,306,13.5,k x 10^+3,,0.0135,,1.58333333333333,0.0152752523165195,,,1.23333333333333,8.06666666666667,21.4666666666667,30.2333333333333,5.83333333333333,66.8333333333333,15.2633333333333,17.9066666666667,3.92332194773914,0.500832640043947,2.44959860657484,0.702376916856843,,,,,,,,,,,,B2,,,Bulk Density and Particle Size are calculated Avg's
4,Dothan Sand,SC R1/S3,Field,Ponding,,,,306,46.7,k x 10^+3,,0.0467,,0.993333333333333,0.861703738725401,,,1.66666666666667,5.76666666666667,13.4333333333333,17.3333333333333,3.93333333333333,42.1333333333333,6.25333333333333,18.28,36.5412484991441,5.50350191544741,15.83247295908,5.01431284757277,,,,,,,,,,,,B21t,,,Bulk Density and Particle Size are Calculated Avg's
4,Dothan Sand,SC R1/S3,Field,Ponding,,,,306,97.2,k x 10^+3,,0.0972,,1.58,0.0264575131106459,,,2.6,8.06666666666667,20.1333333333333,25.5666666666667,5.8,62.1666666666667,11.0333333333333,26.8,3.63962066466618,1.31716868066823,2.74546899454353,1.20554275466834,,,,,,,,,,,,B22t,,,Bulk Density and Particle Size are calculated Avg's
4,Dothan Sand,SC R1/S3,Field,Ponding,,,,306,181,k x 10^+3,,0.181,,1.59333333333333,0.0251661147842359,,,1.46666666666667,6.9,16.8666666666667,23.7666666666667,6.36666666666667,55.3666666666667,13.18,31.4533333333333,4.19915006214407,1.47254881073598,0.340196021924581,1.73493515728975,,,,,,,,,,,,B23t,,,Bulk Density and Particle Size are Calculated Avg's
4,Dothan Sand,SC R1/S3,Field,Ponding,,,,306,65.1,k x 10^+3,,0.0651,,1.70333333333333,0.00577350269189626,,,1.66666666666667,8.53333333333333,16.0333333333333,24.4,9.3,59.9333333333333,9.3,28.2,1.77947635765159,0.624499799839852,1.79198214276816,0.416333199893208,,,,,,,,,,,,B24t,,,Bulk Density and Particle Size are calculated Avg's
4,Dothan Sand,SC R1/S3,Field,Ponding,,,,306,3.39,k x 10^+3,,0.00339,,1.75333333333333,0.0208166599946613,,,4.86666666666667,11.8333333333333,17.8666666666667,23.4666666666667,8.16666666666667,66.2,9.49333333333333,24.3066666666667,2.86874950646917,1.09951504461437,0.122202018532157,0.950438495292233,,,,,,,,,,,,B25t,,,Bulk Density and Particle Size are Calculated Avg's
4,Dothan Sand,S Headland AL,Field,Ponding,,,,306,4.32,cm/hr,,4.32,,1.65,,,,2.4,12.2,29.3,25.4,6,75.3,13.2,11.5,,,,,,,,,,,,,,,,Ap,,,
4,Dothan Sand,S Headland AL,Field,Ponding,,,,306,0.362,cm/hr,,0.362,,1.75,,,,2.1,8.8,23.2,21.9,5,61,12.1,27,,,,,,,,,,,,,,,,B1,,,
4,Dothan Sand,S Headland AL,Field,Ponding,,,,306,0.149,cm/hr,,0.149,,1.61,,,,1.8,8.5,19.9,19.2,4,53.4,10.1,36.4,,,,,,,,,,,,,,,,B21t,,,
4,Dothan Sand,S Headland AL,Field,Ponding,,,,306,0.188,cm/hr,,0.188,,1.58,,,,1.8,7.6,18.9,17.6,3.9,49.8,6.8,43.4,,,,,,,,,,,,,,,,B22t,,,
4,Dothan Sand,S Headland AL,Field,Ponding,,,,306,0.031,cm/hr,,0.031,,1.66,,,,3,9.2,19.6,17.5,4,53.3,6.8,39.9,,,,,,,,,,,,,,,,B23t,,,
4,Dothan Sand,S Headland AL,Field,Ponding,,,,306,0.00128,cm/hr,,0.00128,,1.66,,,,3,9.4,20.9,16.4,3.3,53,7.2,39.8,,,,,,,,,,,,,,,,B24t,,,
4,Dothan Sand,N Headland AL,Field,Ponding,,,,306,2.95,cm/hr,,2.95,,1.72,0.06,,,2.4,12.5,29,24.2,5.6,73.7,13.6,12.6,,,,,,,,,,,,,,,,Ap,,,
4,Dothan Sand,N Headland AL,Field,Ponding,,,,306,1.89,cm/hr,,1.89,,1.68,0.06,,,1.5,9.2,23.5,21.2,4.9,60.3,12.1,27.6,,,,,,,,,,,,,,,,B1,,,
4,Dothan Sand,N Headland AL,Field,Ponding,,,,306,1.94,cm/hr,,1.94,,1.6,0.07,,,1.5,8.2,21.6,18.7,4.3,54.3,8,37.7,,,,,,,,,,,,,,,,B21t,,,
4,Dothan Sand,N Headland AL,Field,Ponding,,,,306,0.0295,cm/hr,,0.0295,,1.63,0.05,,,1.5,8.6,20.1,17.5,4.1,51.8,6.4,41.8,,,,,,,,,,,,,,,,B22t,,,
4,Dothan Sand,N Headland AL,Field,Ponding,,,,306,0.0113,cm/hr,,0.0113,,1.61,0.05,,,2.1,8.7,20.3,17.2,3.8,52.1,7.4,40.5,,,,,,,,,,,,,,,,B23t,,,
4,Dothan Sand,N Headland AL,Field,Ponding,,,,306,0.0289,cm/hr,,0.0289,,1.58,0.1,,,2.6,9.6,21.3,17,4,54.5,6.7,38.7,,,,,,,,,,,,,,,,B24t,,,
4,Dothan Sand,E Rome AL,Field,Ponding,,,,306,1.99,cm/hr,,1.99,,1.63,0.023,,,0.1,1.3,16.7,31.1,12.2,61.4,30,8.6,,,,,,,,,,,,,,,,Ap,,,
4,Dothan Sand,E Rome AL,Field,Ponding,,,,306,2.17,cm/hr,,2.17,,1.65,0.039,,,,,,,,,,,,,,,,,,,,,,,,,,B21t,,,
4,Dothan Sand,E Rome AL,Field,Ponding,,,,306,2.02,cm/hr,,2.02,,1.61,0.025,,,0.2,1.2,14.2,29.4,13.4,58.4,27.5,14.1,,,,,,,,,,,,,,,,B21t,,,
4,Dothan Sand,E Rome AL,Field,Ponding,,,,306,0.00255,cm/hr,,0.00255,,1.66,0.044,,,0.3,1.1,12,26.2,12,51.6,26.2,22.1,,,,,,,,,,,,,,,,B21t,,,
4,Dothan Sand,E Rome AL,Field,Ponding,,,,306,0.0981,cm/hr,,0.0981,,1.66,0.051,,,0.2,1.1,11.6,23.2,10.3,46.4,26.6,26.9,,,,,,,,,,,,,,,,B22t,,,
4,Dothan Sand,E Rome AL,Field,Ponding,,,,306,0.103,cm/hr,,0.103,,1.64,0.044,,,0.1,1.1,9.6,16.3,7.4,34.5,33.6,31.8,,,,,,,,,,,,,,,,B3t,,,
