Ref,Soil,Site,Field,Method,Depth.cm_Top,Depth.cm_Bottom,Height.cm,Dia.cm,Ksat,Units_Ksat,Stdev_Ksat,Ksat_cmhr,Stdev_Ksat_cmhr,Db,Stdev_Db,Calculated_Db,Mean_Db,VCOS,COS,MS,FS,VFS,Sand,Silt,Clay,Stdev_Sand,Stdev_Silt,Stdev_Clay,Stdev_Coarsefragment,Coarsefraction,Texclass,TexModifier_code,Texclass_Code,Tex_additional_info,Texture_unknown,Structure,OC,Stdev_OC,OM,Units_OM,Horizon,Th_sat,Ref2,Remark
35,,Union,Lab,Constant Head,114,173,5.4,3,22.4,cm/hr,,22.4,,1.55,,,,0.2,4.8,21.5,47.6,10.9,85,3.8,11.2,,,,,,LS,,LS,,,,0.09,,,,Bw3,,,
35,,Union,Lab,Constant Head,173,203,5.4,3,27,cm/hr,,27,,1.6,,,,0.1,4.2,21.6,52.1,11.7,89.7,3,7.3,,,,,,LFS,,LFS,,,,0.12,,,,Bw4,,,
35,,Union,Lab,Constant Head,0,23,5.4,3,23.7,cm/hr,,23.7,,1.45,,,,0.1,3,18.6,53.5,17,92.2,5.9,1.9,,,,,,FS,,FS,,,,0.69,,,,Ap,,,
35,,Union,Lab,Constant Head,23,48,5.4,3,32.9,cm/hr,,32.9,,1.49,,,,0,3.3,19,54,17.2,93.5,4.6,1.9,,,,,,FS,,FS,,,,0.34,,,,E,,,
35,,Union,Lab,Constant Head,48,91,5.4,3,29.6,cm/hr,,29.6,,1.52,,,,0,3.2,17.8,55.2,18,94.2,4.2,1.6,,,,,,FS,,FS,,,,0.16,,,,Eg1,,,
35,,Union,Lab,Constant Head,91,124,5.4,3,21.7,cm/hr,,21.7,,1.61,,,,0.1,3.1,17.8,55.5,18.2,94.7,3.9,1.4,,,,,,FS,,FS,,,,0.04,,,,Eg2,,,
35,,Union,Lab,Constant Head,124,150,5.4,3,6.35,cm/hr,,6.35,,1.6,,,,0.1,3.4,15.6,50.2,16.1,85.4,4.3,10.3,,,,,,LFS,,LFS,,,,0.11,,,,Btg1,,,
35,,Union,Lab,Constant Head,150,203,5.4,3,0.85,cm/hr,,0.85,,1.63,,,,0,2.3,12.5,41.6,14,70.4,5,24.6,,,,,,SCL,,SCL,,,,0.16,,,,Btg2,,,
35,,Union,Lab,Constant Head,0,23,5.4,3,10.5,cm/hr,,10.5,,1.51,,,,0.1,4.1,18.8,51.9,15.7,90.6,6.3,3.1,,,,,,FS,,FS,,,,1.26,,,,Ap,,,
35,,Union,Lab,Constant Head,23,91,5.4,3,32.4,cm/hr,,32.4,,1.56,,,,0.1,3.6,19.5,53.4,15.7,92.3,5.3,2.4,,,,,,FS,,FS,,,,0.15,,,,Bw1,,,
35,,Union,Lab,Constant Head,91,107,5.4,3,20.6,cm/hr,,20.6,,1.61,,,,0.1,4.3,18.4,54,15.7,92.5,5.3,2.2,,,,,,FS,,FS,,,,0.07,,,,Bw2,,,
35,,Union,Lab,Constant Head,107,122,5.4,3,7.89,cm/hr,,7.89,,1.67,,,,0.1,3.6,16.3,52.6,15.8,88.4,5.1,6.5,,,,,,LFS,,LFS,,,,0.09,,,,Bt1,,,
35,,Union,Lab,Constant Head,122,155,5.4,3,1.03,cm/hr,,1.03,,1.66,,,,0.1,2.9,14,41.2,12.5,70.7,5.6,23.7,,,,,,SCL,,SCL,,,,0.07,,,,Bt2,,,
35,,Union,Lab,Constant Head,155,188,5.4,3,0.13,cm/hr,,0.13,,1.68,,,,0,2.2,13.7,35.8,9.4,61.1,3.6,35.3,,,,,,SC,,SC,,,,0.09,,,,Btg1,,,
35,,Union,Lab,Constant Head,0,23,5.4,3,17.5,cm/hr,,17.5,,1.64,,,,0.3,5.9,31.8,43.5,13.1,94.6,4.3,1.1,,,,,,S,,S,,,,0.54,,,,Ap,,,
35,,Union,Lab,Constant Head,23,68,5.4,3,17.5,cm/hr,,17.5,,1.66,,,,0.3,6.8,32.5,42,12.5,94.1,4.5,1.4,,,,,,S,,S,,,,0.25,,,,E/Eg,,,
35,,Union,Lab,Constant Head,68,89,5.4,3,23.7,cm/hr,,23.7,,1.64,,,,0.3,7.1,30.6,42.9,13.4,94.3,4.2,1.5,,,,,,S,,S,,,,0.1,,,,Eg1,,,
35,,Union,Lab,Constant Head,89,142,5.4,3,17.1,cm/hr,,17.1,,1.67,,,,0.4,7.1,27.8,45.1,15.3,95.7,2.7,1.6,,,,,,S,,S,,,,0.07,,,,Eg2,,,
35,,Union,Lab,Constant Head,142,155,5.4,3,0.27,cm/hr,,0.27,,1.86,,,,0.4,6.2,25.4,39.5,12.3,83.8,5.4,10.8,,,,,,LS,,LS,,,,0.07,,,,Btg1,,,
35,,Union,Lab,Constant Head,155,175,5.4,3,0.3,cm/hr,,0.3,,1.8,,,,0.3,5.5,27.5,30.8,8.2,72.3,4.1,23.6,,,,,,SCL,,SCL,,,,0.08,,,,Btg2,,,
35,,Union,Lab,Constant Head,175,203,5.4,3,0.14,cm/hr,,0.14,,1.76,,,,0.5,7.5,34.3,24.5,4.3,71.1,2.3,26.6,,,,,,SCL,,SCL,,,,0.05,,,,Btg3,,,
35,,Union,Lab,Constant Head,38,71,5.4,3,12.5,cm/hr,,12.5,,1.57,,,,0.2,3.8,17.9,47.7,14,83.6,5.3,11.1,,,,,,LFS,,LFS,,,,0.33,,,,Bw2,,,
35,,Union,Lab,Constant Head,0,20,5.4,3,17.7,cm/hr,,17.7,,1.5,,,,0.2,5.3,32.2,44.8,13,95.5,3.7,0.8,,,,,,S,,S,,,,1.04,,,,Ap,,,
35,,Union,Lab,Constant Head,20,38,5.4,3,15.8,cm/hr,,15.8,,1.64,,,,0.2,5.6,31.8,44.2,12.6,94.4,4.4,1.2,,,,,,S,,S,,,,0.17,,,,E/Eg,,,
35,,Union,Lab,Constant Head,38,53,5.4,3,14.5,cm/hr,,14.5,,1.54,,,,0.4,6.1,29.5,43.9,13.2,93.1,5.4,1.5,,,,,,S,,S,,,,1.01,,,,Bh1,,,
35,,Union,Lab,Constant Head,53,74,5.4,3,34.2,cm/hr,,34.2,,1.55,,,,0.4,6.5,28.8,43.2,13,91.9,5.5,2.6,,,,,,S,,S,,,,0.84,,,,Bh2,,,
35,,Union,Lab,Constant Head,74,127,5.4,3,15.1,cm/hr,,15.1,,1.67,,,,0.4,6.3,29.2,45.9,13.6,95.4,3.5,1.1,,,,,,S,,S,,,,0.08,,,,Eg,,,
35,,Union,Lab,Constant Head,127,152,5.4,3,0.14,cm/hr,,0.14,,1.8,,,,0.3,4.9,24.1,36.3,10.5,76.1,6.3,17.6,,,,,,FSL,,FSL,,,,0.12,,,,Btg1,,,
35,,Union,Lab,Constant Head,43,58,5.4,3,12.3,cm/hr,,12.3,,1.65,,,,0.3,5,17.8,49.9,19.2,92.2,5.6,2.2,,,,,,FS,,FS,,,,0.13,,,,Eg2,,,
35,,Union,Lab,Constant Head,152,203,5.4,3,0.06,cm/hr,,0.06,,1.63,,,,0.2,4,26.8,34.4,7.6,73,3.9,23.1,,,,,,SCL,,SCL,,,,0.06,,,,Btg2,,,
35,,Union,Lab,Constant Head,0,15,5.4,3,22.4,cm/hr,,22.4,,1.42,,,,0.5,4.8,17,47.5,16.4,86.2,7,6.8,,,,,,LFS,,LFS,,,,1.71,,,,Ap,,,
35,,Union,Lab,Constant Head,15,33,5.4,3,22.4,cm/hr,,22.4,,1.45,,,,0.8,5.1,16.4,47.8,17.2,87.3,7.9,4.8,,,,,,LFS,,LFS,,,,0.66,,,,AE,,,
35,,Union,Lab,Constant Head,33,61,5.4,3,17.1,cm/hr,,17.1,,1.65,,,,0.8,5.2,17.6,47.6,17.6,88.8,6.2,5,,,,,,FS,,FS,,,,0.25,,,,Bw1,,,
35,,Union,Lab,Constant Head,61,74,5.4,3,13.5,cm/hr,,13.5,,1.54,,,,1.2,6.2,19,44.1,14.6,85.1,6.6,8.3,,,,,,LS,,LS,,,,0.18,,,,Bw2,,,
35,,Union,Lab,Constant Head,74,127,5.4,3,0.27,cm/hr,,0.27,,1.49,,,,2,8.6,21.2,28.9,10.3,71,9,20,,,,,,GR-SCL,GR,SCL,,,,0.21,,,,Btg1,,,
35,,Union,Lab,Constant Head,127,175,5.4,3,1.49,cm/hr,,1.49,,1.46,,,,0.7,6,14.8,23.6,6.4,51.5,8.5,40,,,,,,SC,,SC,,,,0.12,,,,Btg2,,,
35,,Union,Lab,Constant Head,175,203,5.4,3,0.27,cm/hr,,0.27,,1.31,,,,0.1,1.6,5.5,18.2,13.7,39.1,11.2,49.7,,,,,,C,,C,,,,0.14,,,,Cg,,,
35,,Union,Lab,Constant Head,0,18,5.4,3,10.1,cm/hr,,10.1,,1.61,,,,0.2,4.1,20.5,48,18.2,91,5.2,3.8,,,,,,FS,,FS,,,,0.63,,,,Ap,,,
35,,Union,Lab,Constant Head,18,58,5.4,3,17.5,cm/hr,,17.5,,1.59,,,,0.2,4.4,20.8,46,17.9,89.3,6.4,4.3,,,,,,S,,S,,,,0.24,,,,Bw1,,,
35,,Union,Lab,Constant Head,58,79,5.4,3,7.23,cm/hr,,7.23,,1.7,,,,0.1,4.3,19.9,45.1,18.9,88.3,6.3,5.4,,,,,,FS,,FS,,,,0.2,,,,Bw2,,,
35,,Union,Lab,Constant Head,79,102,5.4,3,3.78,cm/hr,,3.78,,1.64,,,,0.2,4.6,19.3,43.9,17.5,85.5,5.9,8.6,,,,,,LFS,,LFS,,,,0.1,,,,Btg1,,,
35,,Union,Lab,Constant Head,102,152,5.4,3,8.15,cm/hr,,8.15,,1.32,,,,0.2,3.4,16.3,34.7,13.8,68.4,9.8,21.8,,,,,,SCL,,SCL,,,,0.11,,,,Btg2 (upper),,,
35,,Union,Lab,Constant Head,152,203,5.4,3,1.01,cm/hr,,1.01,,1.56,,,,0.1,4.2,16.9,32.4,11.6,65.2,8.2,26.6,,,,,,SCL,,SCL,,,,0.05,,,,Btg2 (lower),,,
35,,Union,Lab,Constant Head,0,20,5.4,3,6.57,cm/hr,,6.57,,1.53,,,,0.2,3.9,19.3,50.7,14,88.1,5.4,6.5,,,,,,FS,,FS,,,,1.03,,,,Ap,,,
35,,Union,Lab,Constant Head,86,122,5.4,3,1.7,cm/hr,,1.7,,1.23,,,,0.3,2.1,18.1,31.2,5.8,57.5,9,33.5,,,,,,SCL,,SCL,,,,0.16,,,,Bt,,,
35,,Union,Lab,Constant Head,122,160,5.4,3,0.41,cm/hr,,0.41,,1.22,,,,0.1,3.2,22,29.1,5.8,60.2,9.5,30.3,,,,,,SCL,,SCL,,,,0.12,,,,Btg,,,
35,,Union,Lab,Constant Head,160,203,5.4,3,0.61,cm/hr,,0.61,,1.67,,,,0,3,29.8,34.5,1.8,69.1,4.7,26.2,,,,,,SCL,,SCL,,,,0.09,,,,Cg,,,
35,,Union,Lab,Constant Head,0,18,5.4,3,4.82,cm/hr,,4.82,,1.56,,,,0.2,3.9,22,48.4,13.2,87.7,6,6.3,,,,,,LS,,LS,,,,1,,,,Ap,,,
35,,Union,Lab,Constant Head,18,64,5.4,3,26.3,cm/hr,,26.3,,1.46,,,,0.2,4,27.8,41,7.7,80.7,6.4,12.9,,,,,,GR-SL,GR,SL,,,,0.19,,,,Bt1,,,
35,,Union,Lab,Constant Head,64,81,5.4,3,4.6,cm/hr,,4.6,,1.61,,,,0.1,4.9,30.4,41.3,4.4,81.1,4.7,14.2,,,,,,SL,,SL,,,,0.11,,,,Bt2,,,
35,,Union,Lab,Constant Head,81,117,5.4,3,0.41,cm/hr,,0.41,,1.72,,,,0.3,5.1,30.9,40,2.9,79.2,4.6,16.2,,,,,,SL,,SL,,,,0.04,,,,Btg1,,,
35,,Union,Lab,Constant Head,117,155,5.4,3,0.41,cm/hr,,0.41,,1.71,,,,0.1,2.9,28.6,38.5,3.5,73.6,4.3,22.1,,,,,,SCL,,SCL,,,,0.07,,,,Btg2 (upper),,,
35,,Union,Lab,Constant Head,155,203,5.4,3,9.64,cm/hr,,9.64,,1.67,,,,0.1,2.9,27.8,38.8,3.6,73.2,4.8,22,,,,,,SCL,,SCL,,,,0.05,,,,Btg2 (lower),,,
35,,Union,Lab,Constant Head,0,23,5.4,3,4.21,cm/hr,,4.21,,1.63,,,,0.4,5,18.7,48.5,19.3,91.9,3.5,4.6,,,,,,FS,,FS,,,,0.97,,,,Ap,,,
35,,Union,Lab,Constant Head,58,107,5.4,3,0.66,cm/hr,,0.66,,1.88,,,,0.4,4.6,15.8,44.5,16.5,81.8,6.1,12.1,,,,,,FSL,,FSL,,,,0.08,,,,Btg1,,,
35,,Union,Lab,Constant Head,107,168,5.4,3,0.24,cm/hr,,0.24,,1.8,,,,0.3,4.6,16.6,39.8,14.5,75.8,5.3,18.9,,,,,,FSL,,FSL,,,,0.05,,,,Btg2,,,
35,,Union,Lab,Constant Head,168,203,5.4,3,0.14,cm/hr,,0.14,,1.84,,,,0.3,4.2,18.9,43,8.9,75.3,6,18.7,,,,,,FSL,,FSL,,,,0.05,,,,Btg3,,,
35,,Volusia,Lab,Constant Head,0,8,5.4,3,21,cm/hr,,21,,1.35,,,,0,0.4,4.7,65,16.7,86.8,11.3,1.9,,,,,,FS,,FS,,,,4.4,,,,A1,,,
35,,Volusia,Lab,Constant Head,8,18,5.4,3,18.4,cm/hr,,18.4,,1.46,,,,0,0.5,6.2,67.1,17.2,91,8.1,0.9,,,,,,FS,,FS,,,,0.77,,,,A2,,,
35,,Volusia,Lab,Constant Head,18,33,5.4,3,12.5,cm/hr,,12.5,,1.42,,,,0,0.4,5.7,68.2,18.2,92.5,6.5,1,,,,,,FS,,FS,,,,0.21,,,,Eg1,,,
35,,Volusia,Lab,Constant Head,33,51,5.4,3,11.8,cm/hr,,11.8,,1.55,,,,0,0.5,5.2,67,18.9,91.6,7.3,1.1,,,,,,FS,,FS,,,,0.14,,,,Eg2,,,
35,,Volusia,Lab,Constant Head,51,64,5.4,3,3.94,cm/hr,,3.94,,1.35,,,,0,0.5,4.6,60.2,17.5,82.8,9.5,7.7,,,,,,LFS,,LFS,,,,1.95,,,,Bh1,,,
35,,Volusia,Lab,Constant Head,64,74,5.4,3,11.2,cm/hr,,11.2,,1.42,,,,0,0.5,5,63.2,18.2,86.9,7.5,5.6,,,,,,LFS,,LFS,,,,1.25,,,,Bh2,,,
35,,Volusia,Lab,Constant Head,74,86,5.4,3,3.94,cm/hr,,3.94,,1.52,,,,0.1,0.5,5,64.5,18.5,88.6,7.1,4.3,,,,,,FS,,FS,,,,0.77,,,,Bw,,,
35,,Volusia,Lab,Constant Head,86,124,5.4,3,1.38,cm/hr,,1.38,,1.58,,,,0,0.3,4.2,51.7,13.5,69.7,3.9,26.4,,,,,,SCL,,SCL,,,,0.5,,,,Btg1,,,
35,,Volusia,Lab,Constant Head,124,180,5.4,3,0.268,cm/hr,,0.268,,1.74,,,,0,0.2,2.7,54.6,12.6,70.1,3.4,26.5,,,,,,SCL,,SCL,,,,0.18,,,,Btg2,,,
35,,Volusia,Lab,Constant Head,0,5,5.4,3,10.1,cm/hr,,10.1,,1.41,,,,0,0.2,4.8,57.1,13,75.1,20.4,4.5,,,,,,LFS,,LFS,,,,3.62,,,,A,,,
35,,Volusia,Lab,Constant Head,5,23,5.4,3,19.7,cm/hr,,19.7,,1.4,,,,0,0.4,7.3,69.1,14.8,91.6,6.2,2.2,,,,,,FS,,FS,,,,0.66,,,,Eg1,,,
35,,Volusia,Lab,Constant Head,23,41,5.4,3,11.2,cm/hr,,11.2,,1.52,,,,0,0.9,7.9,71.7,15.5,96,3,1,,,,,,FS,,FS,,,,0.09,,,,Eg2,,,
35,,Volusia,Lab,Constant Head,41,58,5.4,3,2.79,cm/hr,,2.79,,1.68,,,,0.1,0.8,7.1,68,14.8,90.8,6.3,2.9,,,,,,FS,,FS,,,,0.05,,,,Eg/Bw,,,
35,,Volusia,Lab,Constant Head,58,76,5.4,3,0.81,cm/hr,,0.81,,1.76,,,,0,0.8,6.9,68,14.6,90.3,5.3,4.4,,,,,,FS,,FS,,,,0.08,,,,Bw1,,,
35,,Volusia,Lab,Constant Head,76,86,5.4,3,2.63,cm/hr,,2.63,,1.69,,,,0,0.7,6.6,68,14.9,90.2,5.3,4.5,,,,,,FS,,FS,,,,,,,,Bw2,,,
35,,Volusia,Lab,Constant Head,86,107,5.4,3,0.59,cm/hr,,0.59,,1.69,,,,0,0.6,5.8,58.6,12.1,77.1,3.8,19.1,,,,,,FSL,,FSL,,,,0.15,,,,Btg/Eg,,,
35,,Volusia,Lab,Constant Head,107,142,5.4,3,0.04,cm/hr,,0.04,,1.68,,,,0,0.6,5.6,59.1,12.1,77.4,3,19.6,,,,,,FSL,,FSL,,,,0.2,,,,Btg1,,,
35,,Volusia,Lab,Constant Head,142,196,5.4,3,0.13,cm/hr,,0.13,,1.77,,,,0,0.7,6.5,63.2,9.6,80,1.7,18.3,,,,,,FSL,,FSL,,,,0.1,,,,Btg2,,,
35,,Volusia,Lab,Constant Head,10,25,5.4,3,46,cm/hr,,46,,1.35,,,,0,1,8.4,79.3,8.7,97.4,1.6,1,,,,,,FS,,FS,,,,0.2,,,,E,,,
35,,Volusia,Lab,Constant Head,25,71,5.4,3,35.5,cm/hr,,35.5,,1.48,,,,0,0.9,7.8,80.5,8.5,97.7,1.7,0.6,,,,,,FS,,FS,,,,0.06,,,,E/Eg,,,
35,,Volusia,Lab,Constant Head,112,140,5.4,3,40.8,cm/hr,,40.8,,1.45,,,,0,1,7.5,80.2,8,96.7,1.9,1.4,,,,,,FS,,FS,,,,0.13,,,,Bw2,,,
35,,Volusia,Lab,Constant Head,140,203,5.4,3,30.2,cm/hr,,30.2,,1.51,,,,0,1.1,8,81.1,7.9,98.1,1.2,0.7,,,,,,FS,,FS,,,,0.05,,,,Eg,,,
35,,Volusia,Lab,Constant Head,0,10,5.4,3,36.8,cm/hr,,36.8,,1.45,,,,0,0.5,10.2,81.1,5.4,97.2,1.3,1.5,,,,,,FS,,FS,,,,0.72,,,,A,,,
35,,Volusia,Lab,Constant Head,10,25,5.4,3,56.5,cm/hr,,56.5,,1.43,,,,0,0.5,9.7,82.1,5.6,97.9,1.1,1,,,,,,FS,,FS,,,,0.32,,,,Bw1,,,
35,,Volusia,Lab,Constant Head,0,15,5.4,3,65.7,cm/hr,,65.7,,1.39,,,,0.1,2.8,35.7,57.5,1,97.1,1.5,1.4,,,,,,FS,,FS,,,,0.64,,,,A,,,
35,,Volusia,Lab,Constant Head,15,38,5.4,3,69.7,cm/hr,,69.7,,1.5,,,,0,2.5,33.4,61.3,1.5,98.7,0.6,0.7,,,,,,FS,,FS,,,,0.12,,,,E1,,,
35,,Volusia,Lab,Constant Head,38,66,5.4,3,61.8,cm/hr,,61.8,,1.43,,,,0,2.2,29.9,64.3,1.9,98.3,0.3,1.4,,,,,,FS,,FS,,,,0.04,,,,E2,,,
35,,Volusia,Lab,Constant Head,66,114,5.4,3,67,cm/hr,,67,,1.51,,,,0,2.4,31.2,62.2,1.8,97.6,0.8,1.6,,,,,,FS,,FS,,,,0.11,,,,Bw/E/Bh (upper),,,
35,,Volusia,Lab,Constant Head,114,162,5.4,3,56.5,cm/hr,,56.5,,1.5,,,,0.1,2.4,32.5,61.2,1.6,97.8,1.1,1.1,,,,,,FS,,FS,,,,0.1,,,,Bw/E/Bh (lower),,,
35,,Volusia,Lab,Constant Head,0,13,5.4,3,15.1,cm/hr,,15.1,,1.39,,,,0.1,4.4,46.7,39,1.6,91.8,5.42,2.8,,,,,,S,,S,,,,1.66,,,,A,,,
35,,Volusia,Lab,Constant Head,13,53,5.4,3,18.4,cm/hr,,18.4,,1.54,,,,0,3.9,40.2,46.4,3.5,94,1.6,4.4,,,,,,S,,S,,,,0.33,,,,E/Eg,,,
35,,Volusia,Lab,Constant Head,53,64,5.4,3,28.9,cm/hr,,28.9,,1.51,,,,0,3.9,40.8,44.1,3,91.8,1.8,6.4,,,,,,S,,S,,,,0.73,,,,Bh,,,
35,,Volusia,Lab,Constant Head,64,74,5.4,3,26.3,cm/hr,,26.3,,1.6,,,,0.1,4.8,48.8,38.6,1.5,93.8,2.6,3.6,,,,,,S,,S,,,,0.78,,,,Bw/Bh,,,
35,,Volusia,Lab,Constant Head,112,140,5.4,3,0.26,cm/hr,,0.26,,1.73,,,,0,3.9,40.8,38.9,1.8,85.4,0.7,13.9,,,,,,LS,,LS,,,,0.13,,,,Btg,,,
35,,Volusia,Lab,Constant Head,0,13,5.4,3,101,cm/hr,,101,,1.35,,,,0.3,15,63,17.2,0.7,96.2,2.6,1.2,,,,,,S,,S,,,,1.35,,,,A,,,
35,,Volusia,Lab,Constant Head,13,25,5.4,3,129,cm/hr,,129,,1.37,,,,0.4,13.3,61.4,21.4,1.5,98,1.6,0.4,,,,,,S,,S,,,,0.47,,,,E,,,
35,,Volusia,Lab,Constant Head,25,41,5.4,3,118,cm/hr,,118,,1.42,,,,0.5,14.5,63.9,18.7,0.8,98.4,0.2,1.4,,,,,,S,,S,,,,0.44,,,,Eg1,,,
35,,Volusia,Lab,Constant Head,41,86,5.4,3,65.7,cm/hr,,65.7,,1.59,,,,0.7,14.9,60.1,21.4,1.3,98.4,0.3,1.3,,,,,,S,,S,,,,0.21,,,,Eg2,,,
35,,Volusia,Lab,Constant Head,86,99,5.4,3,5,cm/hr,,5,,1.03,,,,,,,,,,,,,,,,,,,,,,,6.04,,,,Bh1,,,
35,,Volusia,Lab,Constant Head,99,109,5.4,3,7.23,cm/hr,,7.23,,1.46,,,,,,,,,,,,,,,,,,,,,,,3.22,,,,Bh2,,,
35,,Volusia,Lab,Constant Head,0,10,5.4,3,131,cm/hr,,131,,1.45,,,,0.1,10.2,69.9,16,0.7,96.9,1.6,1.5,,,,,,S,,S,,,,1.17,,,,A,,,
35,,Volusia,Lab,Constant Head,10,36,5.4,3,104,cm/hr,,104,,1.48,,,,0.1,9.5,69.3,19.1,1,99,0.1,0.9,,,,,,S,,S,,,,0.19,,,,E (upper),,,
35,,Volusia,Lab,Constant Head,36,61,5.4,3,98.6,cm/hr,,98.6,,1.46,,,,0.1,13.1,65,19.7,1.1,99,0.2,0.8,,,,,,S,,S,,,,0.12,,,,E (lower),,,
35,,Volusia,Lab,Constant Head,61,94,5.4,3,65.7,cm/hr,,65.7,,1.53,,,,0.3,12.2,62,22.6,1.4,98.5,0.1,1.4,,,,,,S,,S,,,,0.2,,,,Eg1 (upper),,,
35,,Volusia,Lab,Constant Head,0,5,5.4,3,39.4,cm/hr,,39.4,,1.38,,,,0,0.8,13.9,78.5,3.2,96.4,2.3,1.3,,,,,,FS,,FS,,,,0.65,,,,A,,,
35,,Volusia,Lab,Constant Head,5,21,5.4,3,59.2,cm/hr,,59.2,,1.35,,,,0,0.9,13.6,80.3,3.2,98,1,1,,,,,,FS,,FS,,,,0.27,,,,E,,,
35,,Volusia,Lab,Constant Head,21,53,5.4,3,43.4,cm/hr,,43.4,,1.38,,,,0,0.9,14.2,79.6,3.6,98.3,0.7,1,,,,,,FS,,FS,,,,0.1,,,,E/Eg (upper),,,
35,,Volusia,Lab,Constant Head,53,89,5.4,3,11.8,cm/hr,,11.8,,1.29,,,,0,1,13.3,80,3.5,97.8,1.1,1.1,,,,,,FS,,FS,,,,0.07,,,,E/Eg (lower),,,
35,,Volusia,Lab,Constant Head,89,104,5.4,3,25,cm/hr,,25,,1.46,,,,0.5,1.6,12.1,69.6,3.1,86.9,4.1,9,,,,,,LFS,,LFS,,,,2.87,,,,Bh,,,
35,,Volusia,Lab,Constant Head,104,132,5.4,3,30.2,cm/hr,,30.2,,1.5,,,,0.1,0.9,11.8,78.5,3.5,94.8,1.4,3.8,,,,,,FS,,FS,,,,0.84,,,,Bw/Bh,,,
35,,Volusia,Lab,Constant Head,132,145,5.4,3,2.89,cm/hr,,2.89,,1.6,,,,0,0.8,11.4,79.3,3,94.5,1.5,4,,,,,,FS,,FS,,,,0.29,,,,Bw,,,
35,,Volusia,Lab,Constant Head,145,178,5.4,3,2.63,cm/hr,,2.63,,1.56,,,,0,0.6,8.6,64.2,4.6,78,0.9,21.1,,,,,,SCL,,SCL,,,,0.25,,,,Btg1,,,
35,,Volusia,Lab,Constant Head,122,162,5.4,3,35.5,cm/hr,,35.5,,1.51,,,,0.1,1.2,11.3,79.4,6.6,98.6,0,1.4,,,,,,FS,,FS,,,,0.02,,,,Eg (upper),,,
35,,Volusia,Lab,Constant Head,162,216,5.4,3,41.4,cm/hr,,41.4,,1.46,,,,0.1,1.1,70.6,26.6,0.8,99.2,0,0.8,,,,,,S,,S,,,,0.02,,,,Eg (lower),,,
35,,Volusia,Lab,Constant Head,0,13,5.4,3,69,cm/hr,,69,,1.34,,,,0,3.9,44.5,45.9,1.5,95.8,2.4,1.7,,,,,,S,,S,,,,0.46,,,,A,,,
35,,Volusia,Lab,Constant Head,13,53,5.4,3,59.8,cm/hr,,59.8,,1.59,,,,0,3.7,45.3,47.7,1.6,98.3,1,0.7,,,,,,S,,S,,,,0.07,,,,E (upper),,,
35,,Volusia,Lab,Constant Head,183,203,5.4,3,0.01,cm/hr,,0.01,,1.7,,,,0.9,0.7,2.3,40.8,20.9,65.6,7.5,26.9,,,,,,SCL,,SCL,,,,0.06,,,,Btg3,,,
35,,Wakulla,Lab,Constant Head,0,10,5.4,3,40.8,cm/hr,,40.8,,1.47,,,,1.1,8.2,21.2,59,6.9,96.4,2,1.6,,,,,,FS,,FS,,,,1.61,,,,Ap,,,
35,,Wakulla,Lab,Constant Head,10,61,5.4,3,44.7,cm/hr,,44.7,,1.49,,,,1.6,9.1,22,57.6,5.6,95.9,2.5,1.6,,,,,,FS,,FS,,,,0.23,,,,Bw,,,
35,,Volusia,Lab,Constant Head,20,36,5.4,3,0.01,cm/hr,,0.01,,1.62,,,,0,0.2,1.8,39.6,16.8,58.4,7.6,34,,,,,,SCL,,SCL,,,,0.24,,,,A3,,,
35,,Volusia,Lab,Constant Head,36,56,5.4,3,1.29,cm/hr,,1.29,,1.47,,,,0.9,4,10.1,38.1,15.9,69,7.5,23.5,,,,,,SCL,,SCL,,,,0.09,,,,Bkg1,,,
35,,Volusia,Lab,Constant Head,56,127,5.4,3,0.45,cm/hr,,0.45,,1.54,,,,0,0,2.3,42.5,21.1,65.9,0.8,33.3,,,,,,SCL,,SCL,,,,0.06,,,,Bkg2,,,
35,,Volusia,Lab,Constant Head,127,173,5.4,3,0.03,cm/hr,,0.03,,1.64,,,,0,0.1,1.7,41.9,21.2,64.9,11.5,23.6,,,,,,SCL,,SCL,,,,0.04,,,,Bg,,,
35,,Volusia,Lab,Constant Head,178,198,5.4,3,14.5,cm/hr,,14.5,,1.6,,,,0,0.8,9.3,67.2,5.6,82.9,1,16.1,,,,,,FSL,,FSL,,,,0.24,,,,Btg2,,,
35,,Volusia,Lab,Constant Head,0,10,5.4,3,9.2,cm/hr,,9.2,,1.47,,,,0,0.2,1.8,81.8,3.2,87,8.9,4.1,,,,,,FS,,FS,,,,4.23,,,,A,,,
35,,Volusia,Lab,Constant Head,10,20,5.4,3,18,cm/hr,,18,,1.54,,,,0,0.2,1.6,88.9,3.6,94.3,3.7,2,,,,,,FS,,FS,,,,1.46,,,,E,,,
35,,Volusia,Lab,Constant Head,20,43,5.4,3,24.5,cm/hr,,24.5,,1.48,,,,0,0.1,1.5,91.9,3.8,97.3,1.4,1.3,,,,,,FS,,FS,,,,1.25,,,,Eg,,,
35,,Volusia,Lab,Constant Head,51,61,5.4,3,13.4,cm/hr,,13.4,,1.3,,,,0,0.2,2.9,82.3,2.1,87.5,7.5,5,,,,,,FS,,FS,,,,3.65,,,,Bh2,,,
